hash,name,text
1174514791,DQ_15046_LOG_OFFEN,'The assistant Jeridar is nowhere to be seen, but there is a document on the floor… Let’s see; maybe it is the decree of Finar Tigrit… Why did he deserve to die? Wait. This says six weeks imprisonment. There is nothing written here about an execution! I wonder what the executioner will say about this.'
1175018104,DQ_15021_LOG_ZIEL,'Redleg Daggerfist is finally able to sail home. Sometimes I surprise myself. Nobody could call me selfish… I even help scoundrels if they tell a good story.<n>Quest completed.'
1175911552,DQ_15054_OFFEN,'If you take any longer, I will have to fight with my bare hands.'
1175997206,DQ_15017_OFFEN,'I am sure they are worried about me at home. Please, find my map.'
1176139050,DQ_15075_OFFEN,'I implore you! Act swiftly!'
1176665233,RB_5081_LOG_TITLE,'Clear the Southern Core Region.'
1179401641,DQ_854_LOG_POST,'Relieve us from the terror of the ghost which haunts us.<n><n>When the witch Isobel Reet was brought to justice 30 years ago, she cursed this place and threatened she would return. She has kept her promise and haunts our village frequently, spreading fear and dread. Please, go to the ruins of her house and free us from this plague.'
1182828415,DQ4_TOETE_NPC_ZIEL10,'Magician'
1182828416,DQ4_TOETE_NPC_ZIEL11,'Dark Elf'
1182828417,DQ4_TOETE_NPC_ZIEL12,'DeMordreyan Soldier'
1182828418,DQ4_TOETE_NPC_ZIEL13,'Robber'
1182828419,DQ4_TOETE_NPC_ZIEL14,'Lich'
1182828420,DQ4_TOETE_NPC_ZIEL15,'Poisonous Spider'
1182828421,DQ4_TOETE_NPC_ZIEL16,'Nobleman'
1182828422,DQ4_TOETE_NPC_ZIEL17,'Mummy'
1182828423,DQ4_TOETE_NPC_ZIEL18,'Undead Mage'
1187132335,DQ_15022_ZIEL,'Mommy! You are home at last! Thank you so much for everything!'
1190786904,DQ_15083_LOG_OFFEN,'It was not easy to enter the prison, but I finally made it. Garrett is safe and I will return him to his wife now.<n>'
1196784365,DQ_15012_LOG_OFFEN,'I have assisted the local militia under the command of Lieutenant Bole and killed five of the goblin shamans in the area. Now I must return to Lieutenant Bole and collect my reward.'
1197595834,DQ_10255_LOG_HEADER,'I have to reach the stairway to the crypt. I must be careful not to disturb any of the spiders which hide within the thick dust.'
1200235628,NQ_OWBM20213_TITLE,'Groom on the Run'
1203207372,NQ_7610_LOG_TITLE,'Valuable Giblets - Mire Worm'
1210671767,DQ_15064_ZIEL,'Let me have it! Ahh, this smell… wonderful. You have done well! Stay for a meal and you will learn to appreciate truffle weed.'
1214628843,NQ_UW9521_LOG_HEADER,"Retrieve the Master Baker's spice from Mirkon."
1215952490,DQ_13622_NPC_ZIEL,'Your blood will purify your corrupt soul!'
1216374973,DQ_15053_LOG_ZIEL,'I really don’t know how to comfort Jana Spell. All I can do is hope that she will be able to draw some comfort from her little daughter.<n>Quest completed.'
1217878604,DQ_15051_ZIEL,'Oh God, what have I done to deserve this? My husband was a good person… What am I supposed to do now? What should I tell our children?'
1222019348,DQ23_BRINGE_NPC_ZIEL10,'Day Laborers'
1222019349,DQ23_BRINGE_NPC_ZIEL11,'Master Builder'
1222019350,DQ23_BRINGE_NPC_ZIEL12,'Carpenter'
1222019351,DQ23_BRINGE_NPC_ZIEL13,'Smith'
1222019352,DQ23_BRINGE_NPC_ZIEL14,'Art Expert'
1222019353,DQ23_BRINGE_NPC_ZIEL15,'Alchemist'
1222019354,DQ23_BRINGE_NPC_ZIEL16,'Veterinarian'
1222019355,DQ23_BRINGE_NPC_ZIEL17,'Furrier'
1222019356,DQ23_BRINGE_NPC_ZIEL18,'Tailor'
1222019357,DQ23_BRINGE_NPC_ZIEL19,'Maidservant'
1222019461,DQ23_BRINGE_NPC_ZIEL20,'Servant'
1222019462,DQ23_BRINGE_NPC_ZIEL21,"Lady's Maid"
1222019463,DQ23_BRINGE_NPC_ZIEL22,'Geologist'
1222019464,DQ23_BRINGE_NPC_ZIEL23,'Dancer'
1223063664,NQ_UW9515_LOG_QSIEG,'Sebastian the Slicer needs his instruments for his feast. He can now continue to plan the occasion. I should speak to him again because he probably needs some help with the preparations.'
1223678223,NQ_7604_LOG_TITLE,'The Sacrificial Stone'
1227138720,NQ_7605_LOG_HEADER,"Into the Hornets' Nest"
1228657669,NQ_7602_LOG_SIEG,'Reglohduk’s magic was powerful indeed and he was able to locate Okrimduk. The magical capabilities that the Haduk have at their hands are truly astounding. Okrimduk is alive, but he is far away… and in grave danger.'
1229936852,NQ_DW9428_WARN,'Animation:'
1232251884,NQ_Y10106_INFO,'This place was deserted long ago…'
1233602758,NQ_7611_LOG_TITLE,'Valuable Giblets - Insect Larva'
1235275087,DQ3_TOETE_NPC_ZIEL10,'Magician'
1235275088,DQ3_TOETE_NPC_ZIEL11,'Dark Elf'
1235275089,DQ3_TOETE_NPC_ZIEL12,'DeMordreyan Soldier'
1235275090,DQ3_TOETE_NPC_ZIEL13,'Robber'
1235275091,DQ3_TOETE_NPC_ZIEL14,'Lich'
1235275092,DQ3_TOETE_NPC_ZIEL15,'Poisonous Spider'
1235275093,DQ3_TOETE_NPC_ZIEL16,'Nobleman'
1235275094,DQ3_TOETE_NPC_ZIEL17,'Mummy'
1235275095,DQ3_TOETE_NPC_ZIEL18,'Undead Mage'
1236179912,NQ_6002_LOG_TITLE,'Unexpected Aid'
1237862315,DQ_15034_ZIEL,'Fantastic! You have served the Crown magnificently. If we can do something for you, please let us know. Until then we bid you farewell!'
1238609342,DQ17_BRINGE_NPC_ZIEL1,'Daughter'
1238609343,DQ17_BRINGE_NPC_ZIEL2,'Son'
1238609344,DQ17_BRINGE_NPC_ZIEL3,'Cow'
1238609345,DQ17_BRINGE_NPC_ZIEL4,'Pig'
1238609346,DQ17_BRINGE_NPC_ZIEL5,'Chicken'
1238609347,DQ17_BRINGE_NPC_ZIEL6,'Horse'
1238609348,DQ17_BRINGE_NPC_ZIEL7,'Forest Ranger'
1238609349,DQ17_BRINGE_NPC_ZIEL8,'Medic'
1238609350,DQ17_BRINGE_NPC_ZIEL9,'Nurse'
1245341072,DQ_15026_LOG_OFFEN,'Well, look what we have here! The book really exists. I guess these boots are made for walking after all…'
1247711094,DQ20_BRINGE_NPC_ZIEL10,'Day Laborers'
1247711095,DQ20_BRINGE_NPC_ZIEL11,'Master Builder'
1247711096,DQ20_BRINGE_NPC_ZIEL12,'Carpenter'
1247711097,DQ20_BRINGE_NPC_ZIEL13,'Smith'
1247711098,DQ20_BRINGE_NPC_ZIEL14,'Art Expert'
1247711099,DQ20_BRINGE_NPC_ZIEL15,'Alchemist'
1247711100,DQ20_BRINGE_NPC_ZIEL16,'Veterinarian'
1247711101,DQ20_BRINGE_NPC_ZIEL17,'Furrier'
1247711102,DQ20_BRINGE_NPC_ZIEL18,'Tailor'
1247711103,DQ20_BRINGE_NPC_ZIEL19,'Maidservant'
1247711207,DQ20_BRINGE_NPC_ZIEL20,'Servant'
1247711208,DQ20_BRINGE_NPC_ZIEL21,"Lady's Maid"
1247711209,DQ20_BRINGE_NPC_ZIEL22,'Geologist'
1247711210,DQ20_BRINGE_NPC_ZIEL23,'Dancer'
1250494380,DQ22_BRINGE_NPC_ZIEL1,'Daughter'
1250494381,DQ22_BRINGE_NPC_ZIEL2,'Son'
1250494382,DQ22_BRINGE_NPC_ZIEL3,'Cow'
1250494383,DQ22_BRINGE_NPC_ZIEL4,'Pig'
1250494384,DQ22_BRINGE_NPC_ZIEL5,'Chicken'
1250494385,DQ22_BRINGE_NPC_ZIEL6,'Horse'
1250494386,DQ22_BRINGE_NPC_ZIEL7,'Forest Ranger'
1250494387,DQ22_BRINGE_NPC_ZIEL8,'Medic'
1250494388,DQ22_BRINGE_NPC_ZIEL9,'Nurse'
1251438532,NQ_Y22758_POST,'Seskartirium gravissss'
1252778695,NQ_7606_LOG_SIEG,'The Mire Worm Queen could not withstand my might. I destroyed her and a part of her slimy body convinced the Mohkva. I wonder what the last appalling creature I have to face up to will be…'
1253865673,NQ_7619_LOG_HEADER,'Death to the Dead'
1258600518,NQ_OWBL1165_LOG_PRE,'<normal basic breathing>'
1261401747,DQ_15076_ZIEL,'I don’t blame you for what you did. Let’s have a drink and I will give you a very special reward.'
1263735946,NQ_7603_LOG_HEADER,"Okrimduk's Confinement"
1263897563,DQ_15015_LOG_ZIEL,'I have delivered the iron bars. Blacksmith Canberra is now able to forge the new weapons. These will help the militia to fend off the permanent goblin attacks. <n>Quest completed.'
1268871574,DQ_10261_LOG_SIEG,'I have rescued the sick man’s wife from the prison inside of the forest keep.'
1269815006,NQ_DWBM8262_INTRO,'Cry of pain #1'
1271528632,DQ_15062_LOG_ZIEL,'I have told Lady Isolde about the fate that has befallen the men and I have handed over her husband’s signet ring. At least she knows the sad truth now.<n>Quest completed.'
1272231818,NQ_RB270_LOG_INFO,'The High Priestess of Alkazaba noc Draco has asked me to dispose of a group of Dragonslayers.'
1273819046,DQ_15030_LOG_OFFEN,'Well, this ghost’s haunting days are over. It is time to tell the children of Florentina the good news.'
1275947203,DQ_15005_OFFEN,'You still haven’t found her? Oh my god, I hope the wolves haven’t killed her. My poor Erica…'
1277054734,DQ_15080_ZIEL,'You did it! I am impressed. Thank you very much for your help.<n>'
1280588397,NQ_7623_LOG_HEADER,'The Darethian Wizard'
1288592295,DQ_15046_ZIEL,'So, where is Jeridar? Never mind, I see that you have found the decree. Give it to me. Right, now let me confirm… Uhm… Err… Why are you still standing here? Get lost! I have work to do. Guards!'
1291988928,DQ_15056_OFFEN,'You must hurry or the magicians will go through with their disgusting plans.'
1292453378,NQ_7619_LOG_TITLE,'Death to the Dead'
1296387073,NQ_Q8877_LOG_TITLE,'Khorad-Nur ... the desert stronghold of the orcs ...'
1303070244,DQ_10258_LOG_HEADER,'I have to relay a businessman’s message to his associate.'
1303137751,DQ_15002_OFFEN,'Were you able to find my sister yet?'
1304245282,DQ_15050_ZIEL,'I had already sensed that you have punished my tormentor. I thank you wholeheartedly. Finally, I can take my eternal rest…'
1308844010,NQ_5005_LOG_HEADER,'Deliver the mail'
1308954584,DQ_15028_LOG_ZIEL,'The black priests who have seized the five Books of Faith are dead and the books are back with the Order where they belong. Bravesbury is a peaceful place once again.<n>Quest completed.'
1309773257,DQ_15063_OFFEN,'Do not show any mercy… an eye for an eye…'
1310297767,DQ_15079_OFFEN,'What are you waiting for? Go and get three skulls from those Bolting Terror magicians for my necklace.<n>'
1315066541,NQ_UW9516_LOG_TITLE,'Rum for the Binge'
1316007892,RB_6979_LOG_QSIEG,"Devilish death and demons! The blackrobes - and I don't mean wild boar - are turning into a real plague. It's as if the whole world had a sudden desire for demons. But you have done well, showing these suspicious people how things work in Ancaria! Here, take this and I'll drink a goblet of wine to your health! "
1317087697,DQ9_BRINGE_NPC_ZIEL10,'Day Laborers'
1317087698,DQ9_BRINGE_NPC_ZIEL11,'Master Builder'
1317087699,DQ9_BRINGE_NPC_ZIEL12,'Carpenter'
1317087700,DQ9_BRINGE_NPC_ZIEL13,'Smith'
1317087701,DQ9_BRINGE_NPC_ZIEL14,'Art Expert'
1317087702,DQ9_BRINGE_NPC_ZIEL15,'Alchemist'
1317087703,DQ9_BRINGE_NPC_ZIEL16,'Veterinarian'
1317087704,DQ9_BRINGE_NPC_ZIEL17,'Furrier'
1317087705,DQ9_BRINGE_NPC_ZIEL18,'Tailor'
1317087706,DQ9_BRINGE_NPC_ZIEL19,'Maidservant'
1317087810,DQ9_BRINGE_NPC_ZIEL20,'Servant'
1317087811,DQ9_BRINGE_NPC_ZIEL21,"Lady's Maid"
1317087812,DQ9_BRINGE_NPC_ZIEL22,'Geologist'
1317087813,DQ9_BRINGE_NPC_ZIEL23,'Dancer'
1317829686,DQ_15013_LOG_ZIEL,'Frank Shepherd was overjoyed and handed me a generous reward.<n>Quest completed.'
1324443709,NQ_7627_LOG_OFFEN,'I don’t really like being the messenger for these demons because I don’t like to get involved in their intrigues. However, I am going to complete this task because I hope to gain personal advantages from it. I will go and find the demon army at the Dryad Forest in order to deliver the message to the demon Galtzark from his accomplices. I hope it will be worth my while…'
1326433094,NQ_OWWB21250_HEADER,"Slater's Grave, known for the mining of slate..."
1327903983,NQ_C2965_DIALOG,'The local forest warden says that the forest is infested with blood bears, endangering the population of deer. He has asked me to kill ten blood bears in order to reduce that threat. '
1327941569,DQ_15023_LOG_ZIEL,'I should break every bone in Al Bert’s body. Mind you, his business plan might have a bright future.<n>Quest completed.'
1334255314,NQ_7620_LOG_SIEG,'I found and destroyed many skeletons. Their skulls have been crushed and mixed into Potions of Undead Death.'
1335807027,NQ_7617_LOG_TITLE,'Escort to the South'
1342081629,DQ_17096_LOG_QSIEG,"Take me to the central square of the Magicians' Enclave."
1345497237,DQ_15016_OFFEN,'Has your search not been successful yet? Please, don’t forget us!'
1347768425,DQ_15075_ZIEL,'Words cannot express how grateful I am for your help. I had no chance against this demonic creature. I think I am going to be a lot more careful with my future conjurations…'
1348606172,NQ_X23647_LOG_INFO,'Why are you lingering? Lead the way. Such a brat does not await the arrival of a nurse!'
1349656280,DQ_15065_LOG_OFFEN,'I have obtained the relic and I will deliver it to Novice Denedura.'
1358056741,NQ_B3383_LOG_POST,'Stealthy Shield'
1360859129,NQ_WD7902_LOG_TITLE,'Poison Cloud Damage'
1362684227,NQ_7609_LOG_SIEG,'I defeated the Hornet Queen after a difficult fight and handed her giblets to the merchant Lareniar who requires them for a medicine. He still has two more tasks for me in order to provide all the necessary ingredients.'
1363528061,NQ_UW12_LOG_QSIEG,'I have found the treasure. It was less than I thought an ancient Dwarven treasure would be…'
1364465179,NQ_DW3159_WARN,"Help me... Please!  I am not a monster. I am the magician who commanded you. When I am dead, take the brain from the body of the spider and restore my spirit to the magician's dungeon! <n><n>This is the only way to liberate my spirit from the body of the monster and reunite it with my body, which is imprisoned in the dungeon. <n>He has separated my body from my spirit. You must place the spider's brain in the laboratory apparatus to liberate my body... "
1368904416,NQ_UW9519_LOG_HEADER,'Find thirteen vials of Mohkva blood.'
1377413814,NQ_7627_LOG_HEADER,'A Message for Galtzark'
1378301208,NQ_7619_LOG_SIEG,'The pirate and I succeeded in destroying all the undead. It was a hard fought battle, yet we prevailed and the pirate has survived the conflict. We were rewarded for our efforts with some curious treasure.'
1380044189,NQ_PS11428_LOG_PRE,'<exhausted basic breathing>'
1380396372,NQ_B10710_LOG_TEXT,'Bloody Musket of the Inferno'
1383462319,NQ_7610_LOG_OFFEN,'This time, Lareniar requests giblets of a Mire Worm Queen. This mean creature lives underground. Apparently, his customer’s condition has worsened. Therefore, I must hurry and find the Mire Worm Queen soon.'
1389197752,NQ_UW14447_LOG_TEXT,'Grave<n><n>God heals and the doctor takes the fee.'
1389198196,NQ_DWHE3216_PRENPC,"Grave<n><n>D'Brae'Sineltei - Daniel Seibert"
1390996624,DQ_15036_OFFEN,'Time is running out. Please hurry to ensure the celebrations can commence on schedule.'
1393886180,NQ_7612_LOG_HEADER,"Nanoduk's Journey"
1398595502,DQ_15051_LOG_OFFEN,'I was too late. Apparently, both men have been dead for quite a while. I do not know how they died, but wolves and other animals have devoured their corpses right down to the bones. It will not be easy to tell Raisa about this.'
1401048879,DQ_15007_LOG_OFFEN,'I have ripped ten hearts from the goblins’ bodies. The bloody deed is done and I should return to Lady Melissa.'
1402731268,DQ_15032_LOG_OFFEN,'Well, that should be the end of it. I doubt that these were all brigands but who cares? Back to Soldier Gurasol.'
1403031927,NQ_Q9974_FAIL,'I am victorious again! My opponents lie cold in the dust, though it surprises me that Julius sent this Orc against me. <n>I must speak to Julius to get my reward and leave this place of death as a free man, at last. '
1403296895,DQ_15017_LOG_ZIEL,'The map will help Mortimer to find his way home safely.<n>Quest completed.'
1403933170,NQ_7604_LOG_OFFEN,"I must hurry. The Nuk-Nuk will sacrifice Okrimduk soon if I don't intervene. I can only prevent this by killing the Nuk-Nuk high priest. I must not disappoint the Haduk!"
1405672784,DQ_15074_LOG_ZIEL,'Santandar was well pleased to hear that an end has been put to the fading spirits. Mystdale Castle is safe again.<n>Quest completed.'
1410512820,DQ22_TOETE_NPC_ZIEL10,'Magician'
1410512821,DQ22_TOETE_NPC_ZIEL11,'Dark Elf'
1410512822,DQ22_TOETE_NPC_ZIEL12,'DeMordreyan Soldier'
1410512823,DQ22_TOETE_NPC_ZIEL13,'Robber'
1410512824,DQ22_TOETE_NPC_ZIEL14,'Lich'
1410512825,DQ22_TOETE_NPC_ZIEL15,'Poisonous Spider'
1410512826,DQ22_TOETE_NPC_ZIEL16,'Nobleman'
1410512827,DQ22_TOETE_NPC_ZIEL17,'Mummy'
1410512828,DQ22_TOETE_NPC_ZIEL18,'Undead Mage'
1413857705,NQ_7611_LOG_OFFEN,'This time I have to find the Insect Larvae Queen and kill her. Lareniar requires her giblets. This is the only way that he will be able to finish preparing his healing salve in time to save his customer. I must act swiftly!'
1415961966,DQ_15019_ZIEL,'You found the message. That is good news indeed. What did he write…? Oh, this is interesting. Excuse me, I have to go and see the garrison commander at once. Thank you very much for your assistance, the Crown will remember this! Farewell.'
1419602318,DQ_15004_LOG_OFFEN,'I have picked up the pay book and should hand it to Guard Azrott quickly so he may receive his pay.'
1422437469,DQ7_BRINGE_NPC_ZIEL10,'Day Laborers'
1422437470,DQ7_BRINGE_NPC_ZIEL11,'Master Builder'
1422437471,DQ7_BRINGE_NPC_ZIEL12,'Carpenter'
1422437472,DQ7_BRINGE_NPC_ZIEL13,'Smith'
1422437473,DQ7_BRINGE_NPC_ZIEL14,'Art Expert'
1422437474,DQ7_BRINGE_NPC_ZIEL15,'Alchemist'
1422437475,DQ7_BRINGE_NPC_ZIEL16,'Veterinarian'
1422437476,DQ7_BRINGE_NPC_ZIEL17,'Furrier'
1422437477,DQ7_BRINGE_NPC_ZIEL18,'Tailor'
1422437478,DQ7_BRINGE_NPC_ZIEL19,'Maidservant'
1422437582,DQ7_BRINGE_NPC_ZIEL20,'Servant'
1422437583,DQ7_BRINGE_NPC_ZIEL21,"Lady's Maid"
1422437584,DQ7_BRINGE_NPC_ZIEL22,'Geologist'
1422437585,DQ7_BRINGE_NPC_ZIEL23,'Dancer'
1426577178,NQ_PS29495_QOFFEN,'Devastating Belt of Awe'
1431614953,DQ_15023_ZIEL,'There it is! Well, was it that miserable pilferer? It’s about time someone put a stop to Bolek. Amongst other things, his drunkenness gives us a bad reputation. Well, what are you still doing here? Either buy something or be on your way. I have to work, you know, I don’t have time to spare. I think I will open another shop around here and employ a few women who will do much work for little money. That sounds good; yes, maybe I should do that…'
1433247510,DQ_15026_LOG_ZIEL,'Pick-up and delivery service for shoe repairs… what’s next? Taverns with self-service and fast food?<n>Quest completed.'
1434614158,Q_7526_LOG_INTRO,'Two-handed Sword'
1435427007,NQ_OWBL22389_SIEG,'I love a challenge... but creatures of burning fire?!'
1437455431,NQ_Y1291_LOG_TEXT,'What am I? An ox cart?'
1438821790,DQ_15010_ZIEL,'I knew I could rely on you. Thank you very much. The burial service can now begin on schedule.'
1443686640,DQ20_TOETE_NPC_ZIEL10,'Magician'
1443686641,DQ20_TOETE_NPC_ZIEL11,'Dark Elf'
1443686642,DQ20_TOETE_NPC_ZIEL12,'DeMordreyan Soldier'
1443686643,DQ20_TOETE_NPC_ZIEL13,'Robber'
1443686644,DQ20_TOETE_NPC_ZIEL14,'Lich'
1443686645,DQ20_TOETE_NPC_ZIEL15,'Poisonous Spider'
1443686646,DQ20_TOETE_NPC_ZIEL16,'Nobleman'
1443686647,DQ20_TOETE_NPC_ZIEL17,'Mummy'
1443686648,DQ20_TOETE_NPC_ZIEL18,'Undead Mage'
1449984570,DQ_15082_LOG_ZIEL,'I handed over the scrolls and the druid was very grateful.<n>'
1456637179,DQ_15057_LOG_OFFEN,'I have rarely seen such an enormous creature. The fight was hard, but I was able to slay the spider.'
1458889470,DQ_15018_LOG_ZIEL,'The soldier’s thunderstruck face was very entertaining. Maybe now he has learned a little more respect.<n>Quest completed.'
1467009691,DQ_15039_LOG_OFFEN,'I found nothing but skeletons and wolves. It seems the herd is lost…'
1471727990,DQ_15050_LOG_OFFEN,'The scoundrel and his cronies have passed over to the other side. I will return to Lady Lucretia and tell her the good news.'
1472708325,DQ_4309_NPC_ZIEL,'I have agreed to help the pirate and clear the island of undead with him. I need to watch his back and ensure that he doesn’t die. I am confident we will be victorious.'
1478514115,DQ_10258_LOG_SIEG,'I have passed on the message to the businessman in the oasis. The area around this settlement is very dangerous.'
1481358816,DQ9_TOETE_NPC_ZIEL10,'Magician'
1481358817,DQ9_TOETE_NPC_ZIEL11,'Dark Elf'
1481358818,DQ9_TOETE_NPC_ZIEL12,'DeMordreyan Soldier'
1481358819,DQ9_TOETE_NPC_ZIEL13,'Robber'
1481358820,DQ9_TOETE_NPC_ZIEL14,'Lich'
1481358821,DQ9_TOETE_NPC_ZIEL15,'Poisonous Spider'
1481358822,DQ9_TOETE_NPC_ZIEL16,'Nobleman'
1481358823,DQ9_TOETE_NPC_ZIEL17,'Mummy'
1481358824,DQ9_TOETE_NPC_ZIEL18,'Undead Mage'
1482259657,NQ_7605_LOG_TITLE,'Battle of Powers - Hornet'
1482344933,DQ_15035_ZIEL,'Thank you so much, you have been a great help. Please, take this as a reward.'
1483456214,NQ_UW12_LOG_HEADER,'Recovery of the Dwarven Treasure'
1485832615,DQ_15045_LOG_ZIEL,'The healing herb reached Tindra in time and her daughter will be saved.<n>Quest completed.'
1487591330,DQ_15011_LOG_ZIEL,'Now Lady Andijala Munnik will be able to mourn the loss of her fiancé undisturbed.<n>Quest completed.'
1488679507,DQ_15052_OFFEN,'Hurry, before they escape far from Braverock.'
1492949631,DQ_10253_LOG_HEADER,'I have to eliminate a swarm of hornets; otherwise, the scared farmwoman cannot continue her journey.'
1496312600,NQ_UW9520_LOG_TITLE,'Cookies for the Marquis'
1497238869,DQ_15068_LOG_ZIEL,'Sigurd cannot believe that I emerged victorious from the fight with the monster. Well, it takes the cream of the crop to deal with such nuisances.<n>Quest completed.'
1504935901,DQ14_BRINGE_NPC_ZIEL1,'Daughter'
1504935902,DQ14_BRINGE_NPC_ZIEL2,'Son'
1504935903,DQ14_BRINGE_NPC_ZIEL3,'Cow'
1504935904,DQ14_BRINGE_NPC_ZIEL4,'Pig'
1504935905,DQ14_BRINGE_NPC_ZIEL5,'Chicken'
1504935906,DQ14_BRINGE_NPC_ZIEL6,'Horse'
1504935907,DQ14_BRINGE_NPC_ZIEL7,'Forest Ranger'
1504935908,DQ14_BRINGE_NPC_ZIEL8,'Medic'
1504935909,DQ14_BRINGE_NPC_ZIEL9,'Nurse'
1507074000,DQ_15038_OFFEN,'I hope you will successfully relieve us of this unholy ghost.'
1509535481,DQ_15005_ZIEL,'Oh, there she is! What a miracle, she is none the worse for wear. Thank you very much, I will name her first-born after you.'
1512979800,NQ_OWWB9866_WARN,'Battle breathing #2'
1520084679,DQ_15006_LOG_OFFEN,'Well, I managed to pick up Jack. All I have to do now is to take him to Walker, the angler, before I get the bright idea to leave him… Hmm, no, better not.'
1524384879,NQ_OWBM13066_LOG_HEADER,'Save cattle from wolves'
1524772675,DQ_15082_OFFEN,'If you can’t find enough druids then go to their cave. Now go and find those scrolls for me!<n>'
1524858329,DQ_15045_OFFEN,'Please, please hurry. My daughter’s life is in grave danger!'
1525573132,DQ_15032_OFFEN,'How are you getting on?'
1532920032,DQ_15022_LOG_ZIEL,'Once again, I was able to prove that I have a good heart. I reunited mother and daughter. The cowardly town guards should be ashamed of themselves… The handful of lava monsters were easy to deal with.<n>Quest completed.'
1533074913,DQ_15047_ZIEL,'At last, the worry of our cattle is ended. Thank you very much!'
1536213658,Q_4559_POST,'The blacksmith apprentice Ritargon bought a copper bar from the ore merchant and he has asked me to pick it up for him. He does not dare to go himself because all the spiders come out at this time of the year. I really don’t know why he is so scared of these harmless animals.'
1542003027,DQ_15016_LOG_ZIEL,'Luisa Dimaria has received the medicine bag of rare herbs.<n>Quest completed.'
1548570361,DQ_15071_LOG_OFFEN,'Hmm, this is a strange village. I am glad that Lothar lives on the outskirts because I have a bad feeling about the village square. Ah, here is the vial. Time to go back to Gloomoor…'
1556220360,DQ_15019_LOG_ZIEL,'The information about the movement of the troops has proven to be of great value to the garrison.<n>Quest completed.'
1560830341,DQ_15031_LOG_OFFEN,'This place is certainly swarming with bandits. I must not waste any time returning to Florentina.'
1562602655,NQ_7602_LOG_TITLE,'The Seer'
1571158173,DQ_15015_OFFEN,'Please hurry, the militia urgently needs new weapons!'
1571269431,DQ_15072_LOG_ZIEL,'The deed is done and the money is in my pouch. It’s time to head off for the next adventure.<n>Quest completed.'
1571742635,Q_17177_DIALOG,'Aahhrrg... By Anducar!'
1574269968,DQ_15067_LOG_OFFEN,'These little crawlers turned out to be very annoying, but I was still able to find what I wanted. I will return the poison glands to the alchemist.'
1576624034,DQ_15049_OFFEN,'My grandmother has just come home. Please find the ring before she notices anything.'
1581547490,NQ_WD26420_INFO,'Go on, hurry! I need thirteen vials of Mohkva blood. Those should be easy to find, surely.'
1585196460,NQ_DWHE18924_POST,'Broken Shoulder Guards of the Conjurers'
1586204894,DQ_15065_LOG_ZIEL,'I am proud to have been of service to the Sisters of the Order.<n>Quest completed.'
1588073691,DQ_15031_LOG_ZIEL,'Escorting a farmer is not usually a task I would undertake, but sometimes you have to help the common folk. Even those deeds can pay off. Therefore, I have escorted father Elander to his daughter in Florentina.<n>Quest completed.'
1591015553,DQ_15036_LOG_OFFEN,'This strange concoction smells awful. Nobody would be able to drink this, I am glad I have no intentions to get married, I had better dispose of this as soon as possible…'
1596658527,NQ_7624_LOG_HEADER,'The Missing Haduk'
1597339306,NQ_VW26890_HEADER,'I think magicians are stupid!'
1598422309,DQ_15055_ZIEL,"Oh, here's my Fluffy Bunny again! You will be my hero forever and ever! Thank you very much!"
1600272810,NQ_Q27861_QSIEG,'Glaring Saber of the Myths'
1604276600,DQ_15001_LOG_ZIEL,'Sister Faladal has received the tangleweed. Finally, she is able to continue her work for the new cure.<n>Quest completed.'
1607306948,DQ_15080_LOG_ZIEL,'The warlock seemed duly impressed when I delivered the hearts. I really don’t want to know what he is going to do with them.<n><n>Quest completed.<n>'
1609245437,NQ_UW9518_LOG_OFFEN,'I have found the little boy’s mother. Now I have to escort her home. She looks very fragile and I will have to watch her carefully.'
1610234643,NQ_7620_LOG_TITLE,'New Potions'
1611706869,NQ_OWBM27926_OFFEN,'May the blessings of the gods go with you! '
1613517659,DQ_15029_OFFEN,'Please don’t forget to help us by defeating those outlaws.'
1615440879,NQ_7616_LOG_TITLE,'An Eerie Graveyard'
1615514936,NQ_OWHE23906_WARN,'So be it...We will meet you at the gate later.'
1622123421,DQ_15069_OFFEN,"Hurry up, I don't have much time!"
1626026940,NQ_OWBM13065_LOG_HEADER,'Fetch goldberry fruits from unholy soil for the witch Sisayah Rei. '
1626847585,DQ18_FINDE_NPC_ZIEL76_SIEG,'Roger'
1626873009,NQ_13328_TEXT,'Barrik the Traveling Merchant'
1626911422,NQ_Z21297_NPC_ZIEL,'Orc Merchant'
1626911651,NQ_OWHE19115_LOG_PRENPC,'Holiday-maker'
1626911994,NQ_X16599_PRE,'Relerissith the Swamp Dragon'
1626924078,NQ_BLDH29816_LOG_QOFFEN,'Horse'
1626937305,NQ_B22730_PRENPC,'The Ice Elves will complete their magic ritual in one day...'
1626937756,NQ_OWBM13548_PRE,'Frosted Death, Ice Dragon'
1626949619,NQ_19662_LOG_POST,'Demon Gate'
1627323838,NQ_Z12793_LOG_INFO,"Didn't you rid the world of the three great evils?"
1627887232,RB_5085_LOG_TITLE,'Clear the Northern Region.'
1628315901,NQ_PS15306_OFFEN,'DeMordreyan Bridge Guard'
1628316129,NQ_BLDH21783_TEXT,'Mascarellian Soldier'
1628316580,DQ16_ESKORTIERE_NPC_ZIEL65_LOG,'Skeleton'
1628316582,NQ_Y16284_LOG_TEXT,'Skeleton'
1628316699,NQ_OWHE465_LOG_DIALOG,'Orc'
